educ,age,nonwhite,occ17_num,occ17,occ5_num,occ5
16,35,0,2,"Professionals, Salaried",1,Professional
12,40,0,12,"Operatives, Other",5,Other Blue Collar
16,32,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
16,26,0,5,Proprietors,2,Managerial
12,30,0,10,"Craftsmen, Construction",5,Other Blue Collar
12,30,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
13,26,0,3,Managers,2,Managerial
6,44,0,14,"Laborers, Manufacturing",4,MFG Blue Collar
15,32,0,10,"Craftsmen, Construction",5,Other Blue Collar
13,31,0,2,"Professionals, Salaried",1,Professional
18,31,0,2,"Professionals, Salaried",1,Professional
10,30,0,0,Unemployment,0,Unemployment
16,39,0,2,"Professionals, Salaried",1,Professional
12,33,0,10,"Craftsmen, Construction",5,Other Blue Collar
10,32,0,16,Farmers,2,Managerial
13,30,0,9,"Craftsmen, Other",5,Other Blue Collar
15,28,1,3,Managers,2,Managerial
12,27,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
16,37,0,2,"Professionals, Salaried",1,Professional
18,43,0,2,"Professionals, Salaried",1,Professional
6,36,0,10,"Craftsmen, Construction",5,Other Blue Collar
12,43,0,13,Service,3,"Sales, Clerical, Services"
16,36,0,9,"Craftsmen, Other",5,Other Blue Collar
12,44,0,3,Managers,2,Managerial
12,29,0,12,"Operatives, Other",5,Other Blue Collar
8,34,0,15,"Laborers, Other",5,Other Blue Collar
13,36,0,13,Service,3,"Sales, Clerical, Services"
12,29,0,4,"Salesmen, Other",2,Managerial
9,28,0,2,"Professionals, Salaried",1,Professional
14,25,0,2,"Professionals, Salaried",1,Professional
12,30,1,13,Service,3,"Sales, Clerical, Services"
13,27,0,0,Unemployment,0,Unemployment
8,37,0,4,"Salesmen, Other",2,Managerial
15,27,0,0,Unemployment,0,Unemployment
10,27,0,13,Service,3,"Sales, Clerical, Services"
16,36,0,5,Proprietors,2,Managerial
8,43,0,16,Farmers,2,Managerial
13,35,0,3,Managers,2,Managerial
13,41,0,4,"Salesmen, Other",2,Managerial
12,41,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
12,29,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
15,26,0,2,"Professionals, Salaried",1,Professional
12,41,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
20,30,0,2,"Professionals, Salaried",1,Professional
14,37,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
15,35,1,6,Clerical,3,"Sales, Clerical, Services"
13,29,0,3,Managers,2,Managerial
11,28,0,0,Unemployment,0,Unemployment
12,30,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
16,26,0,2,"Professionals, Salaried",1,Professional
10,28,0,0,Unemployment,0,Unemployment
12,29,0,12,"Operatives, Other",5,Other Blue Collar
12,27,0,12,"Operatives, Other",5,Other Blue Collar
20,28,0,2,"Professionals, Salaried",1,Professional
9,39,0,0,Unemployment,0,Unemployment
14,44,0,5,Proprietors,2,Managerial
12,32,0,0,Unemployment,0,Unemployment
12,28,0,9,"Craftsmen, Other",5,Other Blue Collar
8,31,0,12,"Operatives, Other",5,Other Blue Collar
6,32,0,3,Managers,2,Managerial
10,32,0,3,Managers,2,Managerial
15,34,0,2,"Professionals, Salaried",1,Professional
11,29,0,3,Managers,2,Managerial
18,35,0,1,"Professionals, Self employed",1,Professional
16,30,0,3,Managers,2,Managerial
17,32,0,5,Proprietors,2,Managerial
16,36,0,5,Proprietors,2,Managerial
16,43,0,3,Managers,2,Managerial
16,29,0,9,"Craftsmen, Other",5,Other Blue Collar
12,27,0,10,"Craftsmen, Construction",5,Other Blue Collar
14,34,0,12,"Operatives, Other",5,Other Blue Collar
12,35,0,0,Unemployment,0,Unemployment
14,39,0,3,Managers,2,Managerial
17,35,0,2,"Professionals, Salaried",1,Professional
16,27,0,16,Farmers,2,Managerial
11,37,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
12,40,0,10,"Craftsmen, Construction",5,Other Blue Collar
13,40,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
13,28,0,5,Proprietors,2,Managerial
14,30,1,13,Service,3,"Sales, Clerical, Services"
20,28,0,0,Unemployment,0,Unemployment
13,35,0,0,Unemployment,0,Unemployment
12,32,0,2,"Professionals, Salaried",1,Professional
12,29,1,11,"Operatives, Manufacturing",4,MFG Blue Collar
16,39,1,2,"Professionals, Salaried",1,Professional
12,43,0,10,"Craftsmen, Construction",5,Other Blue Collar
14,31,0,3,Managers,2,Managerial
12,25,0,0,Unemployment,0,Unemployment
10,30,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
12,25,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
12,34,0,12,"Operatives, Other",5,Other Blue Collar
19,43,0,4,"Salesmen, Other",2,Managerial
20,35,0,3,Managers,2,Managerial
14,31,0,12,"Operatives, Other",5,Other Blue Collar
13,27,0,0,Unemployment,0,Unemployment
14,29,0,9,"Craftsmen, Other",5,Other Blue Collar
3,35,0,12,"Operatives, Other",5,Other Blue Collar
14,27,0,13,Service,3,"Sales, Clerical, Services"
12,31,0,5,Proprietors,2,Managerial
17,34,0,2,"Professionals, Salaried",1,Professional
12,28,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
13,27,0,4,"Salesmen, Other",2,Managerial
12,37,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
16,27,0,14,"Laborers, Manufacturing",4,MFG Blue Collar
16,25,0,2,"Professionals, Salaried",1,Professional
14,30,0,3,Managers,2,Managerial
14,38,0,5,Proprietors,2,Managerial
9,42,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
10,29,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
10,34,0,9,"Craftsmen, Other",5,Other Blue Collar
14,27,1,10,"Craftsmen, Construction",5,Other Blue Collar
12,33,1,11,"Operatives, Manufacturing",4,MFG Blue Collar
14,44,0,3,Managers,2,Managerial
12,35,0,9,"Craftsmen, Other",5,Other Blue Collar
4,31,1,0,Unemployment,0,Unemployment
16,30,0,2,"Professionals, Salaried",1,Professional
14,38,0,0,Unemployment,0,Unemployment
11,44,0,14,"Laborers, Manufacturing",4,MFG Blue Collar
16,38,0,5,Proprietors,2,Managerial
12,35,1,14,"Laborers, Manufacturing",4,MFG Blue Collar
12,27,1,13,Service,3,"Sales, Clerical, Services"
14,30,0,9,"Craftsmen, Other",5,Other Blue Collar
16,40,0,4,"Salesmen, Other",2,Managerial
14,35,0,4,"Salesmen, Other",2,Managerial
18,36,0,3,Managers,2,Managerial
11,42,0,10,"Craftsmen, Construction",5,Other Blue Collar
20,37,0,12,"Operatives, Other",5,Other Blue Collar
9,29,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
16,27,1,2,"Professionals, Salaried",1,Professional
16,27,0,2,"Professionals, Salaried",1,Professional
12,39,0,12,"Operatives, Other",5,Other Blue Collar
19,41,0,1,"Professionals, Self employed",1,Professional
4,39,0,17,Farm laborers,5,Other Blue Collar
12,29,1,11,"Operatives, Manufacturing",4,MFG Blue Collar
16,25,1,2,"Professionals, Salaried",1,Professional
13,27,0,12,"Operatives, Other",5,Other Blue Collar
16,29,0,12,"Operatives, Other",5,Other Blue Collar
17,28,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
4,34,1,15,"Laborers, Other",5,Other Blue Collar
13,30,0,2,"Professionals, Salaried",1,Professional
11,38,1,12,"Operatives, Other",5,Other Blue Collar
12,25,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
12,26,0,10,"Craftsmen, Construction",5,Other Blue Collar
12,26,0,9,"Craftsmen, Other",5,Other Blue Collar
13,44,0,3,Managers,2,Managerial
16,27,1,3,Managers,2,Managerial
16,25,0,0,Unemployment,0,Unemployment
12,29,0,4,"Salesmen, Other",2,Managerial
12,27,0,2,"Professionals, Salaried",1,Professional
13,44,0,5,Proprietors,2,Managerial
17,25,0,2,"Professionals, Salaried",1,Professional
13,32,0,9,"Craftsmen, Other",5,Other Blue Collar
17,39,0,2,"Professionals, Salaried",1,Professional
12,36,0,12,"Operatives, Other",5,Other Blue Collar
20,30,0,2,"Professionals, Salaried",1,Professional
16,41,0,2,"Professionals, Salaried",1,Professional
12,39,0,0,Unemployment,0,Unemployment
18,30,0,2,"Professionals, Salaried",1,Professional
8,43,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
17,38,0,1,"Professionals, Self employed",1,Professional
13,28,0,13,Service,3,"Sales, Clerical, Services"
12,35,0,10,"Craftsmen, Construction",5,Other Blue Collar
16,31,0,2,"Professionals, Salaried",1,Professional
12,28,0,10,"Craftsmen, Construction",5,Other Blue Collar
12,32,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
12,43,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
12,35,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
12,43,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
13,33,0,5,Proprietors,2,Managerial
16,36,0,2,"Professionals, Salaried",1,Professional
13,41,0,10,"Craftsmen, Construction",5,Other Blue Collar
12,32,0,12,"Operatives, Other",5,Other Blue Collar
16,26,0,3,Managers,2,Managerial
15,26,0,12,"Operatives, Other",5,Other Blue Collar
16,28,0,0,Unemployment,0,Unemployment
18,37,0,2,"Professionals, Salaried",1,Professional
10,35,0,10,"Craftsmen, Construction",5,Other Blue Collar
20,27,0,2,"Professionals, Salaried",1,Professional
20,38,0,2,"Professionals, Salaried",1,Professional
11,28,0,13,Service,3,"Sales, Clerical, Services"
15,36,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
16,25,0,3,Managers,2,Managerial
8,30,0,12,"Operatives, Other",5,Other Blue Collar
11,37,0,3,Managers,2,Managerial
10,35,0,9,"Craftsmen, Other",5,Other Blue Collar
14,29,0,2,"Professionals, Salaried",1,Professional
12,43,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
19,28,0,1,"Professionals, Self employed",1,Professional
12,30,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
16,32,0,3,Managers,2,Managerial
16,38,0,3,Managers,2,Managerial
18,38,0,2,"Professionals, Salaried",1,Professional
7,40,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
6,30,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
14,34,0,0,Unemployment,0,Unemployment
13,37,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
12,25,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
14,35,0,10,"Craftsmen, Construction",5,Other Blue Collar
3,36,0,17,Farm laborers,5,Other Blue Collar
10,29,0,13,Service,3,"Sales, Clerical, Services"
12,35,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
11,37,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
12,34,0,10,"Craftsmen, Construction",5,Other Blue Collar
9,39,0,12,"Operatives, Other",5,Other Blue Collar
8,43,0,10,"Craftsmen, Construction",5,Other Blue Collar
9,28,0,9,"Craftsmen, Other",5,Other Blue Collar
13,33,0,2,"Professionals, Salaried",1,Professional
13,37,0,3,Managers,2,Managerial
19,27,0,2,"Professionals, Salaried",1,Professional
14,29,0,9,"Craftsmen, Other",5,Other Blue Collar
12,36,0,16,Farmers,2,Managerial
13,26,0,3,Managers,2,Managerial
20,43,0,2,"Professionals, Salaried",1,Professional
16,29,0,10,"Craftsmen, Construction",5,Other Blue Collar
13,31,0,1,"Professionals, Self employed",1,Professional
13,35,0,15,"Laborers, Other",5,Other Blue Collar
9,26,0,10,"Craftsmen, Construction",5,Other Blue Collar
16,38,0,5,Proprietors,2,Managerial
12,33,0,12,"Operatives, Other",5,Other Blue Collar
20,39,0,2,"Professionals, Salaried",1,Professional
12,41,0,16,Farmers,2,Managerial
18,32,0,2,"Professionals, Salaried",1,Professional
14,32,0,15,"Laborers, Other",5,Other Blue Collar
12,26,1,15,"Laborers, Other",5,Other Blue Collar
12,33,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
12,25,0,16,Farmers,2,Managerial
14,40,0,10,"Craftsmen, Construction",5,Other Blue Collar
14,27,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
12,26,0,3,Managers,2,Managerial
12,26,0,12,"Operatives, Other",5,Other Blue Collar
14,37,0,2,"Professionals, Salaried",1,Professional
12,36,0,5,Proprietors,2,Managerial
19,44,0,2,"Professionals, Salaried",1,Professional
14,33,0,3,Managers,2,Managerial
12,38,0,3,Managers,2,Managerial
18,37,0,2,"Professionals, Salaried",1,Professional
18,32,0,1,"Professionals, Self employed",1,Professional
19,30,0,0,Unemployment,0,Unemployment
12,30,1,13,Service,3,"Sales, Clerical, Services"
12,44,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
16,29,0,2,"Professionals, Salaried",1,Professional
19,29,0,2,"Professionals, Salaried",1,Professional
8,35,0,12,"Operatives, Other",5,Other Blue Collar
11,31,0,9,"Craftsmen, Other",5,Other Blue Collar
11,38,0,15,"Laborers, Other",5,Other Blue Collar
12,39,0,13,Service,3,"Sales, Clerical, Services"
12,38,0,2,"Professionals, Salaried",1,Professional
11,25,0,10,"Craftsmen, Construction",5,Other Blue Collar
9,33,0,0,Unemployment,0,Unemployment
4,44,1,17,Farm laborers,5,Other Blue Collar
12,33,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
14,40,0,16,Farmers,2,Managerial
15,33,0,5,Proprietors,2,Managerial
10,34,0,0,Unemployment,0,Unemployment
12,32,1,0,Unemployment,0,Unemployment
13,38,0,13,Service,3,"Sales, Clerical, Services"
11,43,1,12,"Operatives, Other",5,Other Blue Collar
12,43,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
13,27,0,3,Managers,2,Managerial
17,33,0,2,"Professionals, Salaried",1,Professional
16,28,0,0,Unemployment,0,Unemployment
12,30,0,9,"Craftsmen, Other",5,Other Blue Collar
14,28,1,11,"Operatives, Manufacturing",4,MFG Blue Collar
12,31,0,15,"Laborers, Other",5,Other Blue Collar
12,29,0,14,"Laborers, Manufacturing",4,MFG Blue Collar
13,42,0,12,"Operatives, Other",5,Other Blue Collar
12,41,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
16,35,0,3,Managers,2,Managerial
12,29,0,0,Unemployment,0,Unemployment
13,27,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
8,39,0,16,Farmers,2,Managerial
6,37,0,12,"Operatives, Other",5,Other Blue Collar
12,34,0,0,Unemployment,0,Unemployment
5,41,0,9,"Craftsmen, Other",5,Other Blue Collar
12,31,0,5,Proprietors,2,Managerial
13,27,0,0,Unemployment,0,Unemployment
12,28,0,12,"Operatives, Other",5,Other Blue Collar
13,27,0,10,"Craftsmen, Construction",5,Other Blue Collar
16,27,0,2,"Professionals, Salaried",1,Professional
12,27,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
16,28,0,1,"Professionals, Self employed",1,Professional
12,28,0,12,"Operatives, Other",5,Other Blue Collar
13,28,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
10,38,0,10,"Craftsmen, Construction",5,Other Blue Collar
12,38,0,3,Managers,2,Managerial
14,26,0,2,"Professionals, Salaried",1,Professional
10,41,1,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
16,32,0,2,"Professionals, Salaried",1,Professional
15,30,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
12,31,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
14,25,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
12,29,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
12,27,0,9,"Craftsmen, Other",5,Other Blue Collar
10,28,0,15,"Laborers, Other",5,Other Blue Collar
12,31,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
10,25,0,9,"Craftsmen, Other",5,Other Blue Collar
14,27,0,0,Unemployment,0,Unemployment
8,42,0,0,Unemployment,0,Unemployment
16,33,0,5,Proprietors,2,Managerial
6,36,0,12,"Operatives, Other",5,Other Blue Collar
6,26,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
19,31,0,2,"Professionals, Salaried",1,Professional
12,35,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
14,25,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
14,36,0,4,"Salesmen, Other",2,Managerial
16,26,0,0,Unemployment,0,Unemployment
15,33,0,2,"Professionals, Salaried",1,Professional
14,40,0,10,"Craftsmen, Construction",5,Other Blue Collar
12,32,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
9,40,0,13,Service,3,"Sales, Clerical, Services"
18,31,0,0,Unemployment,0,Unemployment
12,40,0,9,"Craftsmen, Other",5,Other Blue Collar
17,27,0,2,"Professionals, Salaried",1,Professional
14,39,0,2,"Professionals, Salaried",1,Professional
12,27,1,0,Unemployment,0,Unemployment
9,39,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
12,27,0,12,"Operatives, Other",5,Other Blue Collar
12,43,0,2,"Professionals, Salaried",1,Professional
11,44,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
12,38,0,12,"Operatives, Other",5,Other Blue Collar
13,36,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
13,42,0,3,Managers,2,Managerial
13,43,1,0,Unemployment,0,Unemployment
12,30,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
14,25,1,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
12,28,0,3,Managers,2,Managerial
8,34,0,9,"Craftsmen, Other",5,Other Blue Collar
12,34,0,2,"Professionals, Salaried",1,Professional
16,32,0,2,"Professionals, Salaried",1,Professional
12,25,0,2,"Professionals, Salaried",1,Professional
14,41,0,12,"Operatives, Other",5,Other Blue Collar
9,33,0,12,"Operatives, Other",5,Other Blue Collar
12,44,0,13,Service,3,"Sales, Clerical, Services"
18,27,0,2,"Professionals, Salaried",1,Professional
10,29,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
12,36,0,13,Service,3,"Sales, Clerical, Services"
17,37,0,2,"Professionals, Salaried",1,Professional
18,34,0,2,"Professionals, Salaried",1,Professional
13,37,0,5,Proprietors,2,Managerial
12,32,0,2,"Professionals, Salaried",1,Professional
14,27,0,15,"Laborers, Other",5,Other Blue Collar
16,27,0,0,Unemployment,0,Unemployment
18,28,0,2,"Professionals, Salaried",1,Professional
12,34,1,10,"Craftsmen, Construction",5,Other Blue Collar
14,35,0,4,"Salesmen, Other",2,Managerial
12,26,1,10,"Craftsmen, Construction",5,Other Blue Collar
13,32,0,2,"Professionals, Salaried",1,Professional
20,38,0,3,Managers,2,Managerial
14,30,0,5,Proprietors,2,Managerial
15,28,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
12,42,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
11,30,0,10,"Craftsmen, Construction",5,Other Blue Collar
15,37,0,3,Managers,2,Managerial
14,41,0,4,"Salesmen, Other",2,Managerial
13,28,0,1,"Professionals, Self employed",1,Professional
12,39,0,10,"Craftsmen, Construction",5,Other Blue Collar
10,26,0,12,"Operatives, Other",5,Other Blue Collar
15,28,0,0,Unemployment,0,Unemployment
12,40,0,2,"Professionals, Salaried",1,Professional
12,44,0,9,"Craftsmen, Other",5,Other Blue Collar
12,37,0,9,"Craftsmen, Other",5,Other Blue Collar
14,33,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
12,25,0,10,"Craftsmen, Construction",5,Other Blue Collar
12,33,0,10,"Craftsmen, Construction",5,Other Blue Collar
8,37,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
12,31,0,3,Managers,2,Managerial
12,26,0,15,"Laborers, Other",5,Other Blue Collar
8,37,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
12,27,0,0,Unemployment,0,Unemployment
12,29,0,9,"Craftsmen, Other",5,Other Blue Collar
16,32,0,4,"Salesmen, Other",2,Managerial
20,36,1,1,"Professionals, Self employed",1,Professional
16,37,0,3,Managers,2,Managerial
16,37,0,2,"Professionals, Salaried",1,Professional
12,27,0,0,Unemployment,0,Unemployment
12,42,0,5,Proprietors,2,Managerial
12,40,0,0,Unemployment,0,Unemployment
12,30,0,9,"Craftsmen, Other",5,Other Blue Collar
17,31,0,13,Service,3,"Sales, Clerical, Services"
12,35,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
10,30,1,0,Unemployment,0,Unemployment
12,27,0,10,"Craftsmen, Construction",5,Other Blue Collar
11,28,1,0,Unemployment,0,Unemployment
14,30,1,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
12,37,1,0,Unemployment,0,Unemployment
13,30,0,0,Unemployment,0,Unemployment
14,25,1,0,Unemployment,0,Unemployment
16,29,0,16,Farmers,2,Managerial
12,44,0,10,"Craftsmen, Construction",5,Other Blue Collar
12,44,0,13,Service,3,"Sales, Clerical, Services"
16,29,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
16,41,0,3,Managers,2,Managerial
12,25,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
12,36,0,2,"Professionals, Salaried",1,Professional
13,26,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
10,39,1,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
12,42,0,3,Managers,2,Managerial
11,29,0,15,"Laborers, Other",5,Other Blue Collar
11,43,0,0,Unemployment,0,Unemployment
12,44,0,16,Farmers,2,Managerial
13,29,0,10,"Craftsmen, Construction",5,Other Blue Collar
13,37,0,2,"Professionals, Salaried",1,Professional
16,25,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
12,44,0,10,"Craftsmen, Construction",5,Other Blue Collar
14,40,0,5,Proprietors,2,Managerial
12,26,1,11,"Operatives, Manufacturing",4,MFG Blue Collar
14,26,0,5,Proprietors,2,Managerial
14,28,0,12,"Operatives, Other",5,Other Blue Collar
12,39,0,10,"Craftsmen, Construction",5,Other Blue Collar
9,26,0,12,"Operatives, Other",5,Other Blue Collar
12,27,1,10,"Craftsmen, Construction",5,Other Blue Collar
12,36,0,13,Service,3,"Sales, Clerical, Services"
12,36,0,15,"Laborers, Other",5,Other Blue Collar
16,38,0,2,"Professionals, Salaried",1,Professional
8,25,1,11,"Operatives, Manufacturing",4,MFG Blue Collar
12,40,0,10,"Craftsmen, Construction",5,Other Blue Collar
10,41,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
9,43,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
10,26,0,15,"Laborers, Other",5,Other Blue Collar
16,28,0,4,"Salesmen, Other",2,Managerial
12,43,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
12,27,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
12,26,0,14,"Laborers, Manufacturing",4,MFG Blue Collar
7,41,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
14,39,0,2,"Professionals, Salaried",1,Professional
12,25,0,3,Managers,2,Managerial
12,32,0,0,Unemployment,0,Unemployment
12,41,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
16,39,0,2,"Professionals, Salaried",1,Professional
16,26,0,10,"Craftsmen, Construction",5,Other Blue Collar
10,38,0,12,"Operatives, Other",5,Other Blue Collar
12,35,0,13,Service,3,"Sales, Clerical, Services"
8,37,1,0,Unemployment,0,Unemployment
10,40,0,13,Service,3,"Sales, Clerical, Services"
12,36,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
12,31,0,0,Unemployment,0,Unemployment
15,38,0,0,Unemployment,0,Unemployment
12,37,0,10,"Craftsmen, Construction",5,Other Blue Collar
16,27,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
16,26,0,5,Proprietors,2,Managerial
12,31,0,12,"Operatives, Other",5,Other Blue Collar
18,36,0,2,"Professionals, Salaried",1,Professional
15,36,0,10,"Craftsmen, Construction",5,Other Blue Collar
7,40,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
10,35,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
13,33,0,10,"Craftsmen, Construction",5,Other Blue Collar
13,35,0,15,"Laborers, Other",5,Other Blue Collar
15,31,0,16,Farmers,2,Managerial
12,31,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
12,33,0,10,"Craftsmen, Construction",5,Other Blue Collar
12,36,1,0,Unemployment,0,Unemployment
14,36,1,10,"Craftsmen, Construction",5,Other Blue Collar
12,32,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
12,37,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
16,37,0,3,Managers,2,Managerial
12,31,0,10,"Craftsmen, Construction",5,Other Blue Collar
12,40,0,10,"Craftsmen, Construction",5,Other Blue Collar
12,38,0,9,"Craftsmen, Other",5,Other Blue Collar
9,25,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
17,29,0,2,"Professionals, Salaried",1,Professional
16,26,0,2,"Professionals, Salaried",1,Professional
10,27,0,15,"Laborers, Other",5,Other Blue Collar
12,34,0,12,"Operatives, Other",5,Other Blue Collar
12,35,0,3,Managers,2,Managerial
16,38,0,5,Proprietors,2,Managerial
16,25,0,2,"Professionals, Salaried",1,Professional
18,33,0,2,"Professionals, Salaried",1,Professional
16,27,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
12,31,0,13,Service,3,"Sales, Clerical, Services"
13,26,0,12,"Operatives, Other",5,Other Blue Collar
14,27,0,5,Proprietors,2,Managerial
18,43,0,2,"Professionals, Salaried",1,Professional
20,35,0,3,Managers,2,Managerial
14,30,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
13,43,1,11,"Operatives, Manufacturing",4,MFG Blue Collar
7,37,0,0,Unemployment,0,Unemployment
12,27,0,13,Service,3,"Sales, Clerical, Services"
12,31,0,2,"Professionals, Salaried",1,Professional
16,37,0,12,"Operatives, Other",5,Other Blue Collar
16,42,0,2,"Professionals, Salaried",1,Professional
12,32,0,6,Clerical,3,"Sales, Clerical, Services"
16,25,0,2,"Professionals, Salaried",1,Professional
9,32,0,12,"Operatives, Other",5,Other Blue Collar
12,25,0,2,"Professionals, Salaried",1,Professional
12,26,0,2,"Professionals, Salaried",1,Professional
15,34,0,3,Managers,2,Managerial
7,37,0,12,"Operatives, Other",5,Other Blue Collar
11,44,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
12,29,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
16,44,0,0,Unemployment,0,Unemployment
12,25,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
17,40,0,3,Managers,2,Managerial
9,28,0,10,"Craftsmen, Construction",5,Other Blue Collar
14,43,0,4,"Salesmen, Other",2,Managerial
4,44,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
13,34,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
10,29,0,10,"Craftsmen, Construction",5,Other Blue Collar
12,32,1,10,"Craftsmen, Construction",5,Other Blue Collar
6,39,0,9,"Craftsmen, Other",5,Other Blue Collar
17,25,0,2,"Professionals, Salaried",1,Professional
10,41,0,10,"Craftsmen, Construction",5,Other Blue Collar
16,33,0,2,"Professionals, Salaried",1,Professional
10,38,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
8,28,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
16,27,0,2,"Professionals, Salaried",1,Professional
12,32,0,0,Unemployment,0,Unemployment
10,25,1,0,Unemployment,0,Unemployment
10,42,0,9,"Craftsmen, Other",5,Other Blue Collar
13,36,0,10,"Craftsmen, Construction",5,Other Blue Collar
19,41,0,1,"Professionals, Self employed",1,Professional
12,34,0,13,Service,3,"Sales, Clerical, Services"
4,41,0,4,"Salesmen, Other",2,Managerial
16,33,0,3,Managers,2,Managerial
20,40,0,9,"Craftsmen, Other",5,Other Blue Collar
13,28,0,13,Service,3,"Sales, Clerical, Services"
14,35,0,2,"Professionals, Salaried",1,Professional
